model_id,model_name,model_family,developer,release_date,context_window_tokens,mode,sources_found_in,canonical_model_id_litellm,canonical_model_id_openrouter,canonical_model_id_modelsdev,dedup_confidence,dedup_notes,avg_agentic_coding_score,avg_reasoning_chat_score
fireworks-ai-accounts-fireworks-models-llama4-scout-instruct-basic,fireworks-ai-accounts-fireworks-models-llama4-scout-instruct-basic,llama,fireworks_ai,,131072.0,chat,litellm,fireworks_ai/accounts/fireworks/models/llama4-scout-instruct-basic,,,high,,,
fireworks-ai-accounts-fireworks-models-llamaguard-7b,fireworks-ai-accounts-fireworks-models-llamaguard-7b,llama,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/llamaguard-7b,,,high,,,
fireworks-ai-accounts-fireworks-models-llava-yi-34b,fireworks-ai-accounts-fireworks-models-llava-yi-34b,,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/llava-yi-34b,,,high,,,
fireworks-ai-accounts-fireworks-models-minimax-m1-80k,fireworks-ai-accounts-fireworks-models-minimax-m1-80k,,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/minimax-m1-80k,,,high,,,
fireworks-ai-accounts-fireworks-models-minimax-m2,fireworks-ai-accounts-fireworks-models-minimax-m2,,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/minimax-m2,,,high,,,
fireworks-ai-accounts-fireworks-models-minimax-m2p1,fireworks-ai-accounts-fireworks-models-minimax-m2p1,,fireworks_ai,,204800.0,chat,litellm,fireworks_ai/accounts/fireworks/models/minimax-m2p1,,,high,,,
fireworks-ai-accounts-fireworks-models-ministral-3-14b-instruct-2512,fireworks-ai-accounts-fireworks-models-ministral-3-14b-instruct-2512,,fireworks_ai,,256000.0,chat,litellm,fireworks_ai/accounts/fireworks/models/ministral-3-14b-instruct-2512,,,high,,,
fireworks-ai-accounts-fireworks-models-ministral-3-3b-instruct-2512,fireworks-ai-accounts-fireworks-models-ministral-3-3b-instruct-2512,,fireworks_ai,,256000.0,chat,litellm,fireworks_ai/accounts/fireworks/models/ministral-3-3b-instruct-2512,,,high,,,
fireworks-ai-accounts-fireworks-models-ministral-3-8b-instruct-2512,fireworks-ai-accounts-fireworks-models-ministral-3-8b-instruct-2512,,fireworks_ai,,256000.0,chat,litellm,fireworks_ai/accounts/fireworks/models/ministral-3-8b-instruct-2512,,,high,,,
fireworks-ai-accounts-fireworks-models-mistral-7b,fireworks-ai-accounts-fireworks-models-mistral-7b,,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mistral-7b,,,high,,,
fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-4k,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-4k,,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mistral-7b-instruct-4k,,,high,,,
fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v0p2,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v0p2,,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mistral-7b-instruct-v0p2,,,high,,,
fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v3,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v3,,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mistral-7b-instruct-v3,,,high,,,
fireworks-ai-accounts-fireworks-models-mistral-7b-v0p2,fireworks-ai-accounts-fireworks-models-mistral-7b-v0p2,,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mistral-7b-v0p2,,,high,,,
fireworks-ai-accounts-fireworks-models-mistral-large-3-fp8,fireworks-ai-accounts-fireworks-models-mistral-large-3-fp8,,fireworks_ai,,256000.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mistral-large-3-fp8,,,high,,,
fireworks-ai-accounts-fireworks-models-mistral-nemo-base-2407,fireworks-ai-accounts-fireworks-models-mistral-nemo-base-2407,,fireworks_ai,,128000.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mistral-nemo-base-2407,,,high,,,
fireworks-ai-accounts-fireworks-models-mistral-nemo-instruct-2407,fireworks-ai-accounts-fireworks-models-mistral-nemo-instruct-2407,,fireworks_ai,,128000.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mistral-nemo-instruct-2407,,,high,,,
fireworks-ai-accounts-fireworks-models-mistral-small-24b-instruct-2501,fireworks-ai-accounts-fireworks-models-mistral-small-24b-instruct-2501,,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mistral-small-24b-instruct-2501,,,high,,,
fireworks-ai-accounts-fireworks-models-mixtral-8x22b,fireworks-ai-accounts-fireworks-models-mixtral-8x22b,mixtral,fireworks_ai,,65536.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mixtral-8x22b,,,high,,,
fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct,fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct,mixtral,fireworks_ai,,65536.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mixtral-8x22b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct-hf,fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct-hf,mixtral,fireworks_ai,,65536.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mixtral-8x22b-instruct-hf,,,high,,,
fireworks-ai-accounts-fireworks-models-mixtral-8x7b,fireworks-ai-accounts-fireworks-models-mixtral-8x7b,mixtral,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mixtral-8x7b,,,high,,,
fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct,fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct,mixtral,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mixtral-8x7b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct-hf,fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct-hf,mixtral,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mixtral-8x7b-instruct-hf,,,high,,,
fireworks-ai-accounts-fireworks-models-mythomax-l2-13b,fireworks-ai-accounts-fireworks-models-mythomax-l2-13b,,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/mythomax-l2-13b,,,high,,,
fireworks-ai-accounts-fireworks-models-nemotron-nano-v2-12b-vl,fireworks-ai-accounts-fireworks-models-nemotron-nano-v2-12b-vl,,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/nemotron-nano-v2-12b-vl,,,high,,,
fireworks-ai-accounts-fireworks-models-nous-capybara-7b-v1p9,fireworks-ai-accounts-fireworks-models-nous-capybara-7b-v1p9,,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/nous-capybara-7b-v1p9,,,high,,,
fireworks-ai-accounts-fireworks-models-nous-hermes-2-mixtral-8x7b-dpo,fireworks-ai-accounts-fireworks-models-nous-hermes-2-mixtral-8x7b-dpo,mixtral,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/nous-hermes-2-mixtral-8x7b-dpo,,,high,,,
fireworks-ai-accounts-fireworks-models-nous-hermes-2-yi-34b,fireworks-ai-accounts-fireworks-models-nous-hermes-2-yi-34b,,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/nous-hermes-2-yi-34b,,,high,,,
fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-13b,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-13b,llama,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/nous-hermes-llama2-13b,,,high,,,
fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-70b,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-70b,llama,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/nous-hermes-llama2-70b,,,high,,,
fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-7b,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-7b,llama,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/nous-hermes-llama2-7b,,,high,,,
fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-12b-v2,fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-12b-v2,,fireworks_ai,,131072.0,chat,litellm,fireworks_ai/accounts/fireworks/models/nvidia-nemotron-nano-12b-v2,,,high,,,
fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-9b-v2,fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-9b-v2,,fireworks_ai,,131072.0,chat,litellm,fireworks_ai/accounts/fireworks/models/nvidia-nemotron-nano-9b-v2,,,high,,,
fireworks-ai-accounts-fireworks-models-openchat-3p5-0106-7b,fireworks-ai-accounts-fireworks-models-openchat-3p5-0106-7b,,fireworks_ai,,8192.0,chat,litellm,fireworks_ai/accounts/fireworks/models/openchat-3p5-0106-7b,,,high,,,
fireworks-ai-accounts-fireworks-models-openhermes-2-mistral-7b,fireworks-ai-accounts-fireworks-models-openhermes-2-mistral-7b,,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/openhermes-2-mistral-7b,,,high,,,
fireworks-ai-accounts-fireworks-models-openhermes-2p5-mistral-7b,fireworks-ai-accounts-fireworks-models-openhermes-2p5-mistral-7b,,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/openhermes-2p5-mistral-7b,,,high,,,
fireworks-ai-accounts-fireworks-models-openorca-7b,fireworks-ai-accounts-fireworks-models-openorca-7b,,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/openorca-7b,,,high,,,
fireworks-ai-accounts-fireworks-models-phi-2-3b,fireworks-ai-accounts-fireworks-models-phi-2-3b,,fireworks_ai,,2048.0,chat,litellm,fireworks_ai/accounts/fireworks/models/phi-2-3b,,,high,,,
fireworks-ai-accounts-fireworks-models-phi-3-mini-128k-instruct,fireworks-ai-accounts-fireworks-models-phi-3-mini-128k-instruct,,fireworks_ai,,131072.0,chat,litellm,fireworks_ai/accounts/fireworks/models/phi-3-mini-128k-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-phi-3-vision-128k-instruct,fireworks-ai-accounts-fireworks-models-phi-3-vision-128k-instruct,,fireworks_ai,,32064.0,chat,litellm,fireworks_ai/accounts/fireworks/models/phi-3-vision-128k-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-python-v1,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-python-v1,llama,fireworks_ai,,16384.0,chat,litellm,fireworks_ai/accounts/fireworks/models/phind-code-llama-34b-python-v1,,,high,,,
fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v1,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v1,llama,fireworks_ai,,16384.0,chat,litellm,fireworks_ai/accounts/fireworks/models/phind-code-llama-34b-v1,,,high,,,
fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v2,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v2,llama,fireworks_ai,,16384.0,chat,litellm,fireworks_ai/accounts/fireworks/models/phind-code-llama-34b-v2,,,high,,,
fireworks-ai-accounts-fireworks-models-playground-v2-1024px-aesthetic,fireworks-ai-accounts-fireworks-models-playground-v2-1024px-aesthetic,,fireworks_ai,,4096.0,image_generation,litellm,fireworks_ai/accounts/fireworks/models/playground-v2-1024px-aesthetic,,,high,,,
fireworks-ai-accounts-fireworks-models-playground-v2-5-1024px-aesthetic,fireworks-ai-accounts-fireworks-models-playground-v2-5-1024px-aesthetic,,fireworks_ai,,4096.0,image_generation,litellm,fireworks_ai/accounts/fireworks/models/playground-v2-5-1024px-aesthetic,,,high,,,
fireworks-ai-accounts-fireworks-models-pythia-12b,fireworks-ai-accounts-fireworks-models-pythia-12b,,fireworks_ai,,2048.0,chat,litellm,fireworks_ai/accounts/fireworks/models/pythia-12b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen-qwq-32b-preview,fireworks-ai-accounts-fireworks-models-qwen-qwq-32b-preview,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen-qwq-32b-preview,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen-v2p5-14b-instruct,fireworks-ai-accounts-fireworks-models-qwen-v2p5-14b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen-v2p5-14b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen-v2p5-7b,fireworks-ai-accounts-fireworks-models-qwen-v2p5-7b,qwen,fireworks_ai,,131072.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen-v2p5-7b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen1p5-72b-chat,fireworks-ai-accounts-fireworks-models-qwen1p5-72b-chat,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen1p5-72b-chat,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-72b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2-72b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-7b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2-7b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2-vl-2b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-vl-2b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2-vl-2b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2-vl-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-vl-72b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2-vl-72b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2-vl-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-vl-7b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2-vl-7b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-0p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-0p5b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-0p5b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-14b,fireworks-ai-accounts-fireworks-models-qwen2p5-14b,qwen,fireworks_ai,,131072.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-14b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-1p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-1p5b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-1p5b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-32b,fireworks-ai-accounts-fireworks-models-qwen2p5-32b,qwen,fireworks_ai,,131072.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-32b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-32b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-32b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-32b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-72b,fireworks-ai-accounts-fireworks-models-qwen2p5-72b,qwen,fireworks_ai,,131072.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-72b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-72b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-72b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-7b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-7b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-0p5b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-0p5b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-14b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-14b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-1p5b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-1p5b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-32b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct,qwen,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-32b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-128k,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-128k,qwen,fireworks_ai,,131072.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-32b-instruct-128k,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-32k-rope,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-32k-rope,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-32b-instruct-32k-rope,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-64k,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-64k,qwen,fireworks_ai,,65536.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-32b-instruct-64k,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-3b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-3b,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-3b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-3b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-3b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-3b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-7b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-7b,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-7b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-coder-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-7b-instruct,qwen,fireworks_ai,,32768.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-coder-7b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-math-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-math-72b-instruct,qwen,fireworks_ai,,4096.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-math-72b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-vl-32b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-32b-instruct,qwen,fireworks_ai,,128000.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-vl-32b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-vl-3b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-3b-instruct,qwen,fireworks_ai,,128000.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-vl-3b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-vl-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-72b-instruct,qwen,fireworks_ai,,128000.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-vl-72b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen2p5-vl-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-7b-instruct,qwen,fireworks_ai,,128000.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen2p5-vl-7b-instruct,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen3-0p6b,fireworks-ai-accounts-fireworks-models-qwen3-0p6b,qwen,fireworks_ai,,40960.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen3-0p6b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen3-14b,fireworks-ai-accounts-fireworks-models-qwen3-14b,qwen,fireworks_ai,,40960.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen3-14b,,,high,,,
fireworks-ai-accounts-fireworks-models-qwen3-1p7b,fireworks-ai-accounts-fireworks-models-qwen3-1p7b,qwen,fireworks_ai,,131072.0,chat,litellm,fireworks_ai/accounts/fireworks/models/qwen3-1p7b,,,high,,,
